transaction_id,product_id,customer_id,transaction_date,online_order,order_status,list_price
47,35,475,2017-05-07,True,Approved,1057.51
48,81,1305,2017-06-10,True,Approved,1151.96
49,86,1251,2017-06-17,False,Approved,235.63
50,32,3103,2017-05-10,False,Approved,642.7
51,77,3108,2017-03-24,False,Approved,1240.31
52,96,857,2017-11-27,False,Approved,1635.3
53,6,3455,2017-12-21,True,Approved,227.88
54,27,2549,2017-02-09,True,Approved,499.53
55,0,3140,2017-09-18,False,Approved,363.01
56,47,3406,2017-11-14,False,Approved,1720.7
57,94,2294,2017-08-30,True,Approved,1635.3
58,91,1031,2017-11-14,False,Approved,100.35
59,93,993,2017-02-15,True,Approved,1458.17
60,60,3473,2017-12-18,False,Approved,1977.36
61,0,1839,2017-02-24,False,Approved,12.01
62,33,1824,2017-12-18,True,Approved,1311.44
63,35,368,2017-12-17,False,Approved,1403.5
64,0,2000,2017-07-08,False,Approved,499.53
65,28,825,2017-05-16,True,Approved,1216.14
66,86,3315,2017-02-23,True,Approved,235.63
67,2,75,2017-07-03,True,Approved,71.49
68,4,1498,2017-09-30,True,Approved,1129.13
69,38,1612,2017-10-21,True,Approved,2091.47
70,27,2192,2017-05-06,True,Approved,499.53
71,54,419,2017-01-03,False,Approved,1292.84
72,77,3307,2017-05-09,True,Approved,1769.64
73,22,2430,2017-07-23,False,Approved,60.34
74,56,1506,2017-01-21,True,Approved,183.86
75,58,1346,2017-06-20,False,Approved,912.52
76,22,927,2017-03-10,False,Approved,60.34
77,50,763,2017-06-02,False,Approved,175.89
78,80,2397,2017-11-07,False,Approved,1073.07
79,87,102,2017-09-12,True,Approved,1179.0
80,15,2884,2017-12-16,False,Approved,958.74
81,84,759,2017-10-07,True,Approved,792.9
82,21,773,2017-04-27,True,Approved,1071.23
83,0,3398,2017-04-01,True,Approved,235.63
84,33,3297,2017-11-02,True,Approved,1311.44
85,84,2434,2017-02-13,True,Approved,290.62
86,1,1861,2017-07-19,False,Approved,1403.5
87,27,1233,2017-05-23,False,Approved,499.53
88,31,1390,2017-08-06,False,Approved,752.64
89,0,2682,2017-04-04,True,Approved,12.01
90,62,439,2017-08-15,True,Approved,478.16
91,17,1579,2017-04-15,True,Approved,1024.66
92,73,2984,2017-07-25,True,Approved,1945.43
93,33,3470,2017-11-28,True,Approved,1311.44
94,86,1,2017-12-23,False,Approved,235.63
95,45,757,2017-02-26,False,Approved,441.49
96,1,1778,2017-02-21,False,Approved,1403.5
97,80,211,2017-05-31,True,Approved,1073.07
98,49,333,2017-06-23,,Approved,533.51
99,95,32,2017-03-26,False,Approved,569.56
100,0,119,2017-07-31,False,Approved,478.16
101,18,2347,2017-07-27,False,Approved,1148.64
102,4,2353,2017-04-14,False,Approved,1129.13
103,33,788,2017-11-12,False,Approved,1311.44
104,78,1468,2017-09-12,False,Approved,1765.3
105,89,821,2017-10-26,False,Approved,1362.99
106,70,2489,2017-02-15,False,Approved,495.72
107,79,2710,2017-12-22,False,Approved,1555.58
108,26,947,2017-10-11,True,Approved,1992.93
109,39,1335,2017-03-27,True,Approved,1812.75
110,36,1076,2017-11-04,False,Approved,945.04
111,0,3320,2017-06-11,True,Approved,71.16
112,84,779,2017-10-09,False,Approved,792.9
113,98,3296,2017-06-07,True,Approved,358.39
114,75,455,2017-10-24,True,Approved,1873.97
115,76,1779,2017-05-01,False,Approved,642.31
116,72,2703,2017-11-21,True,Approved,360.4
117,42,806,2017-03-24,False,Approved,1810.0
118,20,22,2017-03-21,False,Approved,1775.81
119,64,1591,2017-02-20,False,Approved,1469.44
120,0,678,2017-06-16,False,Approved,495.72
121,25,50,2017-12-04,False,Approved,1538.99
122,24,1038,2017-12-01,True,Approved,1777.8
123,31,1453,2017-03-05,True,Approved,752.64
124,98,1339,2017-03-21,False,Approved,795.34
125,22,3382,2017-01-03,True,Approved,575.27
126,53,773,2017-04-01,False,Approved,795.34
127,84,2503,2017-03-16,True,Approved,290.62
128,25,1057,2017-02-26,False,Approved,1538.99
129,50,1397,2017-06-05,False,Approved,175.89
130,44,2134,2017-09-04,False,Approved,1769.64
131,96,2403,2017-01-18,True,Approved,1172.78
132,12,1937,2017-09-28,False,Approved,1231.15
133,93,1282,2017-09-02,True,Approved,1065.03
134,78,2183,2017-05-09,False,Approved,1765.3
135,84,1788,2017-10-17,False,Approved,792.9
136,65,1170,2017-04-25,True,Approved,1807.45
137,0,431,2017-09-23,False,Approved,1942.61
138,29,1940,2017-08-02,False,Approved,1065.03
139,32,2073,2017-03-25,False,Cancelled,1179.0
140,11,462,2017-01-01,False,Approved,1274.93
141,10,2728,2017-12-22,False,Approved,1945.43
142,46,2053,2017-12-25,False,Approved,1289.85
143,60,2135,2017-01-26,True,Approved,1977.36
144,92,1217,2017-12-20,False,Approved,1890.39
145,7,2992,2017-06-07,True,Approved,980.37
146,41,3261,2017-04-06,True,Approved,416.98
147,67,2748,2017-04-25,True,Approved,544.05
148,14,3262,2017-01-13,False,Approved,1386.84
149,89,788,2017-03-21,False,Approved,1362.99
150,9,3067,2017-11-21,True,Approved,742.54
151,31,701,2017-11-11,False,Approved,230.91
152,92,648,2017-10-16,False,Approved,1415.01
153,37,3286,2017-08-19,True,Approved,1793.43
154,3,3383,2017-04-06,True,Approved,2091.47
155,56,982,2017-11-04,True,Approved,688.63
156,14,676,2017-08-22,True,Approved,1842.92
157,6,385,2017-09-15,True,Approved,748.17
158,50,1229,2017-03-01,True,Approved,175.89
159,10,3232,2017-08-16,False,Approved,1466.68
160,0,3300,2017-08-27,False,Approved,1656.86
161,69,2381,2017-07-10,False,Approved,792.9
162,78,371,2017-12-11,False,Approved,1765.3
163,80,2519,2017-05-20,True,Approved,1073.07
164,17,2264,2017-07-30,False,Approved,1024.66
165,3,2637,2017-10-25,True,Approved,2091.47
166,78,3262,2017-11-27,False,Approved,1765.3
167,90,3177,2017-04-26,,Approved,363.01
168,87,2267,2017-02-02,False,Approved,1179.0
169,97,456,2017-05-02,False,Approved,202.62
170,6,404,2017-10-16,,Approved,227.88
171,100,3121,2017-10-22,False,Approved,1036.59
172,55,2365,2017-04-11,True,Approved,1894.19
173,100,2528,2017-11-16,False,Approved,1036.59
174,10,3151,2017-12-17,False,Approved,1466.68
175,25,3241,2017-12-23,False,Approved,1538.99
176,74,1335,2017-03-30,True,Approved,1228.07
177,90,2234,2017-04-13,False,Approved,363.01
178,56,3226,2017-07-25,True,Approved,183.86
179,62,1365,2017-01-31,False,Approved,478.16
180,20,3349,2017-03-18,True,Approved,1775.81
181,17,1002,2017-02-24,False,Approved,1024.66
182,16,2282,2017-02-18,False,Approved,1661.92
183,46,2656,2017-01-07,False,Approved,1289.85
184,71,2409,2017-07-05,True,Approved,1842.92
185,91,1711,2017-11-19,False,Approved,642.31
186,17,2582,2017-11-08,True,Approved,1024.66
187,1,1005,2017-07-24,True,Approved,1873.97
188,3,1597,2017-01-15,True,Approved,2091.47
189,56,2713,2017-01-12,True,Approved,183.86
190,37,1435,2017-11-27,True,Approved,1793.43
191,34,1477,2017-06-30,True,Approved,774.53
192,0,1614,2017-07-15,True,Approved,230.91
193,12,1254,2017-06-22,True,Approved,1231.15
194,25,1423,2017-05-02,False,Approved,1538.99
195,81,276,2017-12-27,False,Approved,586.45
196,19,1315,2017-12-21,True,Approved,12.01
197,45,591,2017-05-23,True,Approved,441.49
198,74,1017,2017-02-02,False,Approved,1762.96
199,33,2123,2017-06-08,False,Approved,1311.44
200,57,2889,2017-04-15,True,Approved,1890.39
201,0,3208,2017-09-05,True,Approved,533.51
202,23,2406,2017-02-26,True,Approved,688.63
203,67,2041,2017-07-29,False,Approved,544.05
204,81,1598,2017-07-03,True,Approved,586.45
205,58,1842,2017-05-27,True,Approved,912.52
206,5,141,2017-05-05,False,Approved,1129.13
207,94,1321,2017-09-09,False,Approved,1635.3
208,51,183,2017-05-21,False,Approved,2005.66
209,59,2591,2017-09-22,False,Approved,1415.01
210,63,3356,2017-04-12,True,Approved,1483.2
211,40,766,2017-05-07,True,Approved,1458.17
212,80,1596,2017-01-13,False,Approved,1469.44
213,82,520,2017-12-14,False,Approved,1148.64
214,46,868,2017-03-22,True,Approved,1289.85
215,78,2999,2017-09-30,False,Approved,1765.3
216,72,352,2017-11-29,True,Approved,360.4
217,75,1140,2017-06-09,False,Approved,1873.97
218,40,621,2017-04-21,False,Approved,1894.19
219,2,3307,2017-11-13,False,Approved,590.26
220,10,1502,2017-04-09,True,Approved,1466.68
221,35,936,2017-05-08,False,Approved,1403.5
222,8,939,2017-07-08,True,Approved,1703.52
223,2,2698,2017-11-30,False,Approved,590.26
224,69,579,2017-04-25,True,Approved,792.9
225,54,2036,2017-03-30,True,Approved,1292.84
226,8,3077,2017-03-10,False,Approved,1703.52
227,86,369,2017-03-16,True,Approved,235.63
228,13,821,2017-04-04,True,Approved,1163.89
229,19,2687,2017-03-13,True,Approved,574.64
230,86,681,2017-12-23,True,Approved,235.63
231,46,37,2017-08-12,True,Approved,1793.43
232,30,3002,2017-08-04,False,Approved,748.17
233,92,396,2017-09-01,False,Approved,1890.39
234,71,550,2017-09-01,True,Approved,1842.92
235,77,1605,2017-07-02,False,Approved,1240.31
236,7,2325,2017-08-31,True,Approved,1311.44
237,23,1420,2017-03-11,True,Approved,688.63
238,12,3099,2017-10-08,False,Approved,1231.15
239,61,1645,2017-10-01,True,Approved,71.16
240,21,546,2017-11-23,False,Approved,1071.23
241,86,2885,2017-03-27,True,Approved,235.63
242,57,2740,2017-12-04,False,Approved,1890.39
243,63,3166,2017-11-13,True,Approved,1483.2
244,63,3487,2017-12-20,True,Approved,1992.93
245,33,2890,2017-09-22,True,Approved,1311.44
246,98,3370,2017-01-22,False,Approved,795.34
247,15,3393,2017-01-29,True,Approved,958.74
248,57,2410,2017-07-21,False,Approved,1890.39
249,61,3466,2017-02-10,True,Approved,71.16
250,48,1454,2017-11-25,False,Cancelled,1762.96
251,63,1967,2017-04-11,,Approved,1483.2
252,78,3089,2017-12-03,False,Approved,1765.3
253,2,3123,2017-12-30,False,Approved,590.26
254,67,2692,2017-07-26,False,Approved,1071.23
255,67,2801,2017-04-01,True,Cancelled,544.05
256,13,1580,2017-10-22,True,Approved,1577.53
257,65,352,2017-03-22,False,Approved,1807.45
258,49,1777,2017-06-15,True,Approved,533.51
259,87,142,2017-07-06,True,Approved,1179.0
260,31,3393,2017-12-28,False,Approved,230.91
261,17,599,2017-05-09,False,Approved,1024.66
262,91,1258,2017-01-18,False,Approved,100.35
263,53,3405,2017-10-22,True,Approved,795.34
264,38,3198,2017-01-30,False,Approved,1577.53
265,20,834,2017-06-26,False,Approved,1775.81
266,44,3467,2017-11-07,True,Approved,1769.64
267,69,3436,2017-08-13,True,Approved,792.9
268,68,1516,2017-08-27,False,Approved,1636.9
269,11,2833,2017-01-25,True,Approved,1274.93
270,2,2362,2017-02-13,False,Approved,71.49
271,27,2337,2017-07-11,False,Approved,499.53
272,0,2149,2017-04-30,True,Approved,358.39
273,81,2133,2017-05-19,False,Approved,1151.96
274,6,360,2017-05-26,True,Approved,227.88
275,76,2969,2017-02-03,True,Approved,642.31
276,18,1720,2017-04-28,False,Approved,575.27
277,18,2904,2017-03-23,False,Approved,1148.64
278,9,754,2017-06-03,False,Approved,742.54
279,35,1826,2017-04-25,False,Approved,1403.5
280,93,2487,2017-04-08,False,Approved,1065.03
281,40,2815,2017-02-18,False,Approved,1458.17
282,1,541,2017-05-04,False,Approved,1403.5
283,16,302,2017-03-29,False,Approved,1661.92
284,44,2024,2017-10-03,True,Approved,1769.64
285,48,142,2017-07-27,True,Approved,1762.96
286,56,768,2017-08-07,True,Approved,183.86
287,36,2147,2017-02-07,True,Approved,1289.85
288,36,529,2017-11-20,True,Approved,945.04
289,13,825,2017-02-23,False,Approved,1163.89
290,55,624,2017-04-05,True,Approved,1894.19
291,38,2302,2017-11-07,False,Approved,1577.53
292,64,3380,2017-10-28,False,Approved,1977.36
293,0,314,2017-11-19,False,Approved,227.88
294,79,1079,2017-08-25,True,Approved,1555.58
295,11,1643,2017-01-20,True,Approved,1274.93
296,91,1524,2017-03-14,True,Approved,100.35
297,18,3205,2017-04-14,True,Approved,575.27
298,17,2860,2017-11-20,True,Approved,1024.66
299,13,772,2017-05-24,False,Approved,1163.89
300,4,323,2017-03-25,True,Approved,1129.13
301,78,2530,2017-03-24,,Approved,1765.3
302,42,2426,2017-03-17,True,Approved,1810.0
303,48,1883,2017-11-18,False,Approved,1762.96
304,12,2745,2017-04-07,False,Approved,1231.15
305,77,2819,2017-01-04,False,Approved,1240.31
306,25,792,2017-12-13,False,Approved,2005.66
307,35,923,2017-04-20,False,Approved,1403.5
308,7,3353,2017-07-21,False,Approved,980.37
309,68,3394,2017-11-27,False,Approved,1636.9
310,75,3213,2017-10-21,False,Approved,1873.97
311,77,3260,2017-03-07,False,Approved,1769.64
312,1,1015,2017-12-04,False,Approved,1403.5
313,81,2266,2017-01-25,False,Approved,1151.96
314,6,58,2017-08-20,True,Approved,227.88
315,40,3118,2017-12-18,True,Approved,1894.19
316,62,1414,2017-08-01,False,Approved,478.16
317,90,2202,2017-06-19,True,Approved,363.01
318,32,2144,2017-05-31,True,Approved,642.7
319,65,1033,2017-10-09,True,Approved,1807.45
320,15,2157,2017-06-20,True,Approved,958.74
321,36,1097,2017-01-23,False,Approved,945.04
322,12,2757,2017-04-19,False,Approved,1231.15
323,67,87,2017-11-08,True,Approved,544.05
324,87,2049,2017-10-11,False,Approved,1636.9
325,62,952,2017-11-14,True,Approved,478.16
326,55,1745,2017-01-20,False,Approved,1894.19
327,1,40,2017-05-09,True,Approved,1403.5
328,98,372,2017-10-17,True,Approved,358.39
329,79,1627,2017-08-11,True,Approved,1555.58
330,1,444,2017-11-15,False,Approved,1403.5
331,61,217,2017-05-23,False,Approved,586.45
332,71,1656,2017-08-02,True,Approved,1842.92
333,58,485,2017-12-16,True,Approved,1280.28
334,86,2252,2017-02-21,False,Approved,774.53
335,95,3103,2017-11-01,False,Approved,569.56
336,55,506,2017-10-05,True,Approved,1894.19
337,82,1615,2017-10-30,,Approved,1148.64
338,32,1881,2017-01-02,True,Approved,642.7
339,65,2903,2017-12-04,True,Approved,1807.45
340,49,1274,2017-12-16,False,Approved,533.51
341,1,1443,2017-08-27,False,Approved,1403.5
342,24,2091,2017-03-14,False,Approved,1777.8
343,61,1478,2017-03-11,,Approved,586.45
344,7,1493,2017-07-09,False,Approved,1311.44
345,84,1614,2017-03-21,False,Approved,792.9
346,48,476,2017-07-19,False,Approved,1762.96
347,16,1777,2017-04-12,True,Approved,1661.92
348,40,940,2017-08-11,False,Approved,1458.17
349,100,2930,2017-10-20,True,Approved,1036.59
350,27,2354,2017-10-26,True,Approved,499.53
351,59,1582,2017-06-15,False,Approved,1061.56
352,34,416,2017-06-19,False,Approved,774.53
353,18,1013,2017-04-20,True,Approved,1148.64
354,83,533,2017-11-14,False,Approved,2083.94
355,82,968,2017-03-22,True,Approved,1538.99
356,88,727,2017-07-09,True,Approved,1198.46
357,77,1160,2017-04-13,False,Approved,1240.31
358,6,3425,2017-12-06,True,Approved,227.88
359,10,1614,2017-11-10,True,Approved,1945.43
360,69,2140,2017-04-26,True,Approved,1240.31
361,15,2589,2017-01-31,False,Approved,1292.84
362,7,2920,2017-09-22,True,Approved,980.37
363,73,62,2017-08-14,True,Approved,1945.43
364,32,1112,2017-09-13,False,Approved,642.7
365,39,1995,2017-05-03,True,Approved,1812.75
366,28,1965,2017-08-22,False,Approved,1216.14
367,0,1614,2017-03-10,False,Approved,850.89
368,25,366,2017-01-24,True,Approved,2005.66
369,32,2682,2017-07-29,False,Approved,1179.0
370,78,2993,2017-08-03,True,Approved,1765.3
371,44,1887,2017-08-28,False,Approved,1769.64
372,56,1692,2017-08-16,True,Approved,183.86
373,1,1927,2017-06-24,False,Approved,1403.5
374,15,2567,2017-03-07,False,Approved,958.74
375,17,3276,2017-07-05,True,Approved,1362.99
376,0,1808,2017-02-09,False,Approved,478.16
377,7,2368,2017-10-17,False,Approved,980.37
378,53,470,2017-10-27,False,Approved,795.34
379,20,3270,2017-03-03,False,Approved,1775.81
380,3,1683,2017-08-20,True,Approved,2091.47
381,14,880,2017-09-18,True,Approved,1842.92
382,83,309,2017-12-02,True,Approved,2083.94
383,39,1698,2017-11-28,True,Approved,1812.75
384,67,1434,2017-08-28,False,Approved,1071.23
385,40,2712,2017-05-14,False,Approved,1894.19
386,13,892,2017-10-01,False,Approved,1163.89
387,100,832,2017-10-15,True,Approved,1036.59
388,35,1033,2017-05-03,True,Approved,1057.51
389,17,2834,2017-02-15,True,Approved,1024.66
390,79,3015,2017-01-04,False,Approved,1555.58
391,86,3484,2017-10-12,False,Approved,774.53
392,9,2775,2017-03-19,False,Approved,742.54
393,58,1208,2017-08-30,True,Approved,912.52
394,58,2109,2017-06-29,False,Approved,1280.28
395,43,3195,2017-10-12,True,Approved,1151.96
396,88,3366,2017-06-27,True,Approved,1198.46
397,15,2492,2017-02-27,False,Approved,1292.84
398,6,389,2017-03-12,True,Approved,227.88
399,83,1306,2017-12-18,,Approved,2083.94
400,0,552,2017-07-24,True,Approved,71.49
401,82,3009,2017-05-05,False,Approved,1538.99
402,88,2925,2017-06-14,False,Approved,1198.46
403,14,140,2017-02-17,False,Approved,1386.84
404,67,209,2017-09-14,True,Approved,544.05
405,76,225,2017-06-19,False,Approved,642.31
406,0,1595,2017-04-17,False,Approved,358.39
407,0,2559,2017-06-14,True,Approved,710.59
408,18,769,2017-12-11,False,Approved,575.27
409,23,1282,2017-05-08,False,Approved,688.63
410,82,2377,2017-03-07,False,Approved,1538.99
411,62,3355,2017-12-30,False,Approved,478.16
412,20,2350,2017-05-11,True,Approved,1775.81
413,60,720,2017-09-09,False,Approved,1977.36
414,65,3249,2017-02-02,True,Approved,1807.45
415,76,2939,2017-10-01,True,Approved,642.31
416,17,1035,2017-11-03,True,Approved,1024.66
417,73,492,2017-10-02,False,Approved,1945.43
418,39,3100,2017-12-10,True,Approved,1812.75
419,34,1586,2017-04-19,False,Approved,1231.15
420,97,31,2017-05-25,True,Approved,742.54
421,9,887,2017-04-28,False,Approved,1216.14
422,11,3356,2017-08-26,False,Approved,1274.93
423,82,2498,2017-09-15,True,Approved,1538.99
424,96,3415,2017-03-03,True,Approved,1635.3
425,28,2828,2017-09-06,False,Approved,1703.52
426,39,3117,2017-04-24,True,Approved,1812.75
427,70,2850,2017-11-19,False,Approved,495.72
428,62,2779,2017-11-30,True,Approved,478.16
429,84,683,2017-12-15,False,Approved,290.62
430,21,2342,2017-10-26,False,Approved,1071.23
431,7,3388,2017-02-12,False,Approved,980.37
432,79,1968,2017-06-19,True,Approved,1555.58
433,39,2923,2017-12-17,True,Approved,1812.75
434,67,15,2017-03-10,False,Approved,544.05
435,4,2659,2017-07-22,True,Approved,1483.2
436,96,3417,2017-09-26,True,Approved,1172.78
437,13,1862,2017-08-27,True,Approved,1577.53
438,76,1670,2017-04-17,False,Approved,642.31
439,33,2126,2017-12-05,True,Approved,1311.44
440,54,2702,2017-10-20,True,Approved,1292.84
441,93,125,2017-02-25,True,Approved,1065.03
442,63,750,2017-04-24,True,Approved,1483.2
443,52,359,2017-01-25,False,Approved,1280.28
444,33,2820,2017-09-10,False,Approved,1311.44
445,65,850,2017-11-25,True,Approved,1807.45
446,50,3072,2017-05-23,False,Approved,175.89
447,0,820,2017-06-23,False,Approved,71.49
448,4,919,2017-09-28,True,Approved,1129.13
449,26,1250,2017-03-31,False,Approved,1992.93
450,5,1655,2017-05-01,False,Approved,574.64
451,29,1194,2017-12-02,True,Approved,543.39
452,80,234,2017-03-20,False,Approved,1469.44
453,9,724,2017-11-22,False,Approved,742.54
454,9,1976,2017-05-03,False,Approved,742.54
455,24,193,2017-08-16,True,Approved,1777.8
456,84,1588,2017-01-30,True,Approved,792.9
457,100,290,2017-10-10,False,Approved,1036.59
458,7,167,2017-03-25,False,Approved,1311.44
459,51,2821,2017-04-29,True,Approved,2005.66
460,21,1201,2017-08-07,False,Approved,1071.23
461,46,893,2017-07-09,False,Approved,1289.85
462,62,2794,2017-09-05,True,Approved,478.16
463,96,3166,2017-07-14,True,Approved,1172.78
464,81,1422,2017-10-13,False,Approved,586.45
465,31,3476,2017-04-17,False,Approved,230.91
466,13,505,2017-06-24,True,Approved,1577.53
467,59,1132,2017-10-15,False,Approved,1061.56
468,53,2363,2017-11-02,True,Approved,795.34
469,12,1816,2017-10-11,False,Approved,1231.15
470,18,73,2017-04-30,False,Approved,575.27
471,18,647,2017-01-21,True,Approved,575.27
472,2,1304,2017-02-09,True,Approved,590.26
473,25,344,2017-11-11,False,Approved,2005.66
474,18,1001,2017-10-07,True,Approved,575.27
475,16,2724,2017-08-10,False,Approved,1661.92
476,21,1787,2017-08-19,True,Approved,1466.68
477,73,367,2017-02-12,,Approved,1945.43
478,98,524,2017-01-18,True,Approved,358.39
479,69,479,2017-09-08,True,Approved,792.9
480,52,1782,2017-04-17,True,Approved,1280.28
481,16,361,2017-03-15,True,Approved,1661.92
482,17,1135,2017-04-22,False,Approved,1024.66
483,59,1591,2017-02-15,True,Approved,1061.56
484,3,941,2017-05-04,True,Approved,2091.47
485,87,804,2017-03-17,False,Approved,1636.9
486,25,2729,2017-07-24,True,Approved,1538.99
487,27,223,2017-02-15,True,Approved,499.53
488,10,1571,2017-09-09,True,Approved,1466.68
489,82,2747,2017-01-25,False,Approved,1148.64
490,11,506,2017-04-12,True,Approved,1274.93
491,32,2676,2017-12-10,True,Approved,642.7
492,90,547,2017-01-11,True,Approved,363.01
493,44,2623,2017-12-03,True,Approved,1769.64
494,92,1509,2017-11-16,True,Approved,1890.39
495,21,479,2017-08-09,True,Approved,1071.23
496,0,661,2017-11-08,False,Approved,363.01
497,62,1854,2017-12-30,True,Approved,1024.66
498,72,125,2017-05-29,False,Approved,360.4
499,22,1037,2017-07-19,False,Approved,60.34
500,79,1446,2017-02-02,True,Approved,1555.58
501,28,2810,2017-07-25,True,Approved,1216.14
502,77,500,2017-06-13,True,Approved,1240.31
503,87,2468,2017-08-07,True,Approved,1636.9
504,5,1785,2017-03-10,False,Approved,574.64
505,66,2560,2017-07-09,False,Approved,590.26
506,66,1853,2017-12-04,False,Approved,590.26
507,71,3468,2017-09-02,True,Approved,1842.92
508,91,3389,2017-03-24,False,Approved,100.35
509,17,3015,2017-07-28,False,Approved,1024.66
510,85,3073,2017-04-23,True,Approved,752.64
511,24,683,2017-07-04,True,Approved,1777.8
512,62,1020,2017-10-02,True,Approved,478.16
513,0,1052,2017-11-29,False,Approved,533.51
514,57,1679,2017-01-02,True,Approved,1890.39
515,53,3330,2017-11-18,False,Approved,795.34
516,43,1591,2017-05-03,False,Approved,1151.96
517,77,311,2017-01-01,True,Approved,1769.64
518,84,1996,2017-11-25,False,Approved,290.62
519,77,997,2017-10-19,True,Approved,1240.31
520,88,1276,2017-09-21,False,Approved,1198.46
521,92,693,2017-02-18,False,Approved,1415.01
522,7,3013,2017-01-26,False,Approved,1311.44
523,84,2234,2017-01-07,True,Approved,290.62
524,99,1171,2017-02-10,True,Approved,1227.34
525,37,1849,2017-04-27,False,Approved,1793.43
526,20,827,2017-04-02,True,Approved,1775.81
527,14,1499,2017-08-27,True,Approved,1386.84
528,42,2233,2017-05-04,True,Approved,1810.0
529,6,103,2017-06-03,True,Approved,227.88
530,62,1202,2017-03-31,,Approved,478.16
531,22,1494,2017-06-10,True,Approved,60.34
532,77,1559,2017-10-15,True,Approved,1769.64
533,57,3381,2017-02-09,False,Approved,1890.39
534,14,1517,2017-04-08,False,Approved,1386.84
535,30,776,2017-10-28,True,Approved,1227.34
536,36,1018,2017-12-03,True,Approved,945.04
537,4,3280,2017-08-18,True,Approved,1129.13
538,74,1042,2017-03-23,False,Approved,1762.96
539,38,1312,2017-09-04,True,Approved,1577.53
540,40,682,2017-09-02,True,Approved,1458.17
541,80,1499,2017-04-13,True,Approved,1073.07
542,96,1555,2017-07-08,False,Approved,1635.3
543,45,246,2017-12-03,False,Approved,980.37
544,0,2734,2017-05-19,True,Approved,230.91
545,45,2336,2017-05-19,False,Approved,441.49
546,73,2391,2017-08-21,True,Approved,1945.43
547,94,2139,2017-06-26,True,Approved,1635.3
548,89,867,2017-03-06,True,Approved,1362.99
549,1,543,2017-01-25,False,Approved,1403.5
550,77,2839,2017-09-05,False,Approved,1240.31
551,0,3382,2017-10-15,True,Approved,227.88
552,21,333,2017-11-30,True,Approved,1071.23
553,96,2826,2017-10-22,False,Approved,1172.78
554,12,1707,2017-01-31,False,Approved,1765.3
555,90,1198,2017-05-08,True,Approved,945.04
556,91,359,2017-09-04,False,Approved,100.35
557,54,170,2017-01-16,True,Approved,1807.45
558,0,3481,2017-02-22,False,Approved,495.72
559,20,3104,2017-03-21,,Approved,1775.81
560,7,695,2017-01-10,False,Approved,1311.44
561,65,2298,2017-01-01,False,Approved,1807.45
562,53,753,2017-09-23,False,Approved,795.34
563,97,3071,2017-04-05,False,Approved,202.62
564,45,1913,2017-11-18,True,Approved,441.49
565,65,2633,2017-09-23,False,Approved,1807.45
566,90,178,2017-11-28,False,Approved,363.01
567,12,252,2017-03-09,False,Approved,1231.15
568,10,1032,2017-08-04,True,Approved,1466.68
569,76,1094,2017-05-08,False,Approved,1172.78
570,68,1396,2017-12-21,True,Approved,1636.9
571,2,1186,2017-08-20,False,Approved,71.49
572,4,2770,2017-01-27,True,Approved,1483.2
